graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask
0,505,468,0,True,False,False
0,179,505,0,True,False,False
0,505,179,0,True,False,False
0,505,174,0,True,False,False
0,174,505,0,True,False,False
0,465,273,0,True,False,False
0,273,465,0,True,False,False
0,59,273,0,True,False,False
0,273,59,0,True,False,False
0,179,273,0,True,False,False
0,273,179,0,True,False,False
0,273,156,0,True,False,False
0,156,273,0,True,False,False
0,458,273,0,True,False,False
0,273,458,0,True,False,False
0,159,77,0,True,False,False
0,77,159,0,True,False,False
0,457,77,0,True,False,False
0,77,457,0,True,False,False
0,1,77,0,True,False,False
0,77,1,0,True,False,False
0,77,300,0,True,False,False
0,300,77,0,True,False,False
0,77,413,0,True,False,False
0,413,77,0,True,False,False
0,315,77,0,True,False,False
0,77,315,0,True,False,False
0,77,15,0,True,False,False
0,15,77,0,True,False,False
0,379,200,0,True,False,False
0,200,379,0,True,False,False
0,19,200,0,True,False,False
0,200,19,0,True,False,False
0,251,200,0,True,False,False
0,200,251,0,True,False,False
0,200,184,0,True,False,False
0,184,200,0,True,False,False
0,200,179,0,True,False,False
0,179,200,0,True,False,False
0,200,15,0,True,False,False
0,15,200,0,True,False,False
0,474,358,0,True,False,False
0,358,474,0,True,False,False
0,49,358,0,True,False,False
0,358,49,0,True,False,False
0,461,381,0,True,False,False
0,381,461,0,True,False,False
0,461,384,0,True,False,False
0,384,461,0,True,False,False
0,43,461,0,True,False,False
0,461,43,0,True,False,False
0,465,461,0,True,False,False
0,461,465,0,True,False,False
0,59,461,0,True,False,False
0,461,59,0,True,False,False
0,461,374,0,True,False,False
0,374,461,0,True,False,False
0,179,461,0,True,False,False
0,461,179,0,True,False,False
0,465,133,0,True,False,False
0,133,465,0,True,False,False
0,59,133,0,True,False,False
0,133,59,0,True,False,False
0,133,343,0,True,False,False
0,343,133,0,True,False,False
0,133,155,0,True,False,False
0,155,133,0,True,False,False
0,104,133,0,True,False,False
0,133,104,0,True,False,False
0,133,206,0,True,False,False
0,206,133,0,True,False,False
0,179,133,0,True,False,False
0,133,179,0,True,False,False
0,133,368,0,True,False,False
0,368,133,0,True,False,False
0,465,472,0,True,False,False
0,472,465,0,True,False,False
0,59,472,0,True,False,False
0,472,59,0,True,False,False
0,472,146,0,True,False,False
0,146,472,0,True,False,False
0,472,428,0,True,False,False
0,428,472,0,True,False,False
0,179,472,0,True,False,False
0,472,179,0,True,False,False
0,472,502,0,True,False,False
0,502,472,0,True,False,False
0,465,342,0,True,False,False
0,342,465,0,True,False,False
0,59,342,0,True,False,False
0,342,59,0,True,False,False
0,342,438,0,True,False,False
0,438,342,0,True,False,False
0,342,96,0,True,False,False
0,96,342,0,True,False,False
0,342,213,0,True,False,False
0,213,342,0,True,False,False
0,342,446,0,True,False,False
0,446,342,0,True,False,False
0,179,342,0,True,False,False
0,342,179,0,True,False,False
0,458,465,0,True,False,False
0,465,458,0,True,False,False
0,458,59,0,True,False,False
0,59,458,0,True,False,False
0,458,320,0,True,False,False
0,320,458,0,True,False,False
0,325,458,0,True,False,False
0,458,325,0,True,False,False
0,474,458,0,True,False,False
0,458,474,0,True,False,False
0,458,503,0,True,False,False
0,503,458,0,True,False,False
0,315,458,0,True,False,False
0,458,315,0,True,False,False
0,179,458,0,True,False,False
0,458,179,0,True,False,False
0,465,60,0,True,False,False
0,60,465,0,True,False,False
0,59,60,0,True,False,False
0,60,59,0,True,False,False
0,60,370,0,True,False,False
0,370,60,0,True,False,False
0,295,60,0,True,False,False
0,60,295,0,True,False,False
0,60,267,0,True,False,False
0,267,60,0,True,False,False
0,179,60,0,True,False,False
0,60,179,0,True,False,False
0,60,197,0,True,False,False
0,197,60,0,True,False,False
0,184,464,0,True,False,False
0,464,184,0,True,False,False
0,350,184,0,True,False,False
0,184,350,0,True,False,False
0,184,434,0,True,False,False
0,434,184,0,True,False,False
0,179,184,0,True,False,False
0,184,179,0,True,False,False
0,184,418,0,True,False,False
0,418,184,0,True,False,False
0,300,525,0,True,False,False
0,525,300,0,True,False,False
0,300,465,0,True,False,False
0,465,300,0,True,False,False
0,1,300,0,True,False,False
0,300,1,0,True,False,False
0,300,320,0,True,False,False
0,320,300,0,True,False,False
0,300,463,0,True,False,False
0,463,300,0,True,False,False
0,300,299,0,True,False,False
0,299,300,0,True,False,False
0,300,237,0,True,False,False
0,237,300,0,True,False,False
0,300,503,0,True,False,False
0,503,300,0,True,False,False
0,315,300,0,True,False,False
0,300,315,0,True,False,False
0,179,383,0,True,False,False
0,383,179,0,True,False,False
0,179,523,0,True,False,False
0,523,179,0,True,False,False
0,179,275,0,True,False,False
0,275,179,0,True,False,False
0,179,495,0,True,False,False
0,495,179,0,True,False,False
0,179,79,0,True,False,False
0,79,179,0,True,False,False
0,179,151,0,True,False,False
0,151,179,0,True,False,False
0,179,111,0,True,False,False
0,111,179,0,True,False,False
0,179,370,0,True,False,False
0,370,179,0,True,False,False
0,179,347,0,True,False,False
0,347,179,0,True,False,False
0,179,395,0,True,False,False
0,395,179,0,True,False,False
0,179,2,0,True,False,False
0,2,179,0,True,False,False
0,179,10,0,True,False,False
0,10,179,0,True,False,False
0,179,471,0,True,False,False
0,471,179,0,True,False,False
0,179,70,0,True,False,False
0,70,179,0,True,False,False
0,179,553,0,True,False,False
0,553,179,0,True,False,False
0,315,179,0,True,False,False
0,179,315,0,True,False,False
0,179,311,0,True,False,False
0,311,179,0,True,False,False
0,49,179,0,True,False,False
0,179,49,0,True,False,False
0,179,178,0,True,False,False
0,178,179,0,True,False,False
0,179,213,0,True,False,False
0,213,179,0,True,False,False
0,179,388,0,True,False,False
0,388,179,0,True,False,False
0,179,309,0,True,False,False
0,309,179,0,True,False,False
0,179,135,0,True,False,False
0,135,179,0,True,False,False
0,179,384,0,True,False,False
0,384,179,0,True,False,False
0,179,511,0,True,False,False
0,511,179,0,True,False,False
0,179,534,0,True,False,False
0,534,179,0,True,False,False
0,179,274,0,True,False,False
0,274,179,0,True,False,False
0,179,464,0,True,False,False
0,464,179,0,True,False,False
0,179,552,0,True,False,False
0,552,179,0,True,False,False
0,179,43,0,True,False,False
0,43,179,0,True,False,False
0,179,59,0,True,False,False
0,59,179,0,True,False,False
0,179,29,0,True,False,False
0,29,179,0,True,False,False
0,179,204,0,True,False,False
0,204,179,0,True,False,False
0,179,544,0,True,False,False
0,544,179,0,True,False,False
0,179,32,0,True,False,False
0,32,179,0,True,False,False
0,179,498,0,True,False,False
0,498,179,0,True,False,False
0,179,54,0,True,False,False
0,54,179,0,True,False,False
0,179,409,0,True,False,False
0,409,179,0,True,False,False
0,179,434,0,True,False,False
0,434,179,0,True,False,False
0,179,393,0,True,False,False
0,393,179,0,True,False,False
0,179,165,0,True,False,False
0,165,179,0,True,False,False
0,179,481,0,True,False,False
0,481,179,0,True,False,False
0,179,399,0,True,False,False
0,399,179,0,True,False,False
0,179,177,0,True,False,False
0,177,179,0,True,False,False
0,179,448,0,True,False,False
0,448,179,0,True,False,False
0,179,170,0,True,False,False
0,170,179,0,True,False,False
0,179,329,0,True,False,False
0,329,179,0,True,False,False
0,179,402,0,True,False,False
0,402,179,0,True,False,False
0,179,474,0,True,False,False
0,474,179,0,True,False,False
0,179,386,0,True,False,False
0,386,179,0,True,False,False
0,179,531,0,True,False,False
0,531,179,0,True,False,False
0,179,71,0,True,False,False
0,71,179,0,True,False,False
0,179,242,0,True,False,False
0,242,179,0,True,False,False
0,179,445,0,True,False,False
0,445,179,0,True,False,False
0,179,114,0,True,False,False
0,114,179,0,True,False,False
0,179,15,0,True,False,False
0,15,179,0,True,False,False
0,179,12,0,True,False,False
0,12,179,0,True,False,False
0,179,418,0,True,False,False
0,418,179,0,True,False,False
0,179,533,0,True,False,False
0,533,179,0,True,False,False
0,179,0,0,True,False,False
0,0,179,0,True,False,False
0,179,527,0,True,False,False
0,527,179,0,True,False,False
0,179,50,0,True,False,False
0,50,179,0,True,False,False
0,179,253,0,True,False,False
0,253,179,0,True,False,False
0,179,341,0,True,False,False
0,341,179,0,True,False,False
0,179,543,0,True,False,False
0,543,179,0,True,False,False
0,179,406,0,True,False,False
0,406,179,0,True,False,False
0,179,404,0,True,False,False
0,404,179,0,True,False,False
0,179,319,0,True,False,False
0,319,179,0,True,False,False
0,179,155,0,True,False,False
0,155,179,0,True,False,False
0,179,34,0,True,False,False
0,34,179,0,True,False,False
0,179,385,0,True,False,False
0,385,179,0,True,False,False
0,179,287,0,True,False,False
0,287,179,0,True,False,False
0,179,377,0,True,False,False
0,377,179,0,True,False,False
0,179,265,0,True,False,False
0,265,179,0,True,False,False
0,179,148,0,True,False,False
0,148,179,0,True,False,False
0,179,92,0,True,False,False
0,92,179,0,True,False,False
0,179,325,0,True,False,False
0,325,179,0,True,False,False
0,179,104,0,True,False,False
0,104,179,0,True,False,False
0,179,99,0,True,False,False
0,99,179,0,True,False,False
0,179,422,0,True,False,False
0,422,179,0,True,False,False
0,179,129,0,True,False,False
0,129,179,0,True,False,False
0,179,249,0,True,False,False
0,249,179,0,True,False,False
0,179,293,0,True,False,False
0,293,179,0,True,False,False
0,179,321,0,True,False,False
0,321,179,0,True,False,False
0,179,336,0,True,False,False
0,336,179,0,True,False,False
0,179,96,0,True,False,False
0,96,179,0,True,False,False
0,179,255,0,True,False,False
0,255,179,0,True,False,False
0,179,436,0,True,False,False
0,436,179,0,True,False,False
0,179,419,0,True,False,False
0,419,179,0,True,False,False
0,179,367,0,True,False,False
0,367,179,0,True,False,False
0,179,484,0,True,False,False
0,484,179,0,True,False,False
0,179,3,0,True,False,False
0,3,179,0,True,False,False
0,179,295,0,True,False,False
0,295,179,0,True,False,False
0,179,502,0,True,False,False
0,502,179,0,True,False,False
0,179,224,0,True,False,False
0,224,179,0,True,False,False
0,179,121,0,True,False,False
0,121,179,0,True,False,False
0,179,238,0,True,False,False
0,238,179,0,True,False,False
0,179,144,0,True,False,False
0,144,179,0,True,False,False
0,179,517,0,True,False,False
0,517,179,0,True,False,False
0,179,499,0,True,False,False
0,499,179,0,True,False,False
0,179,86,0,True,False,False
0,86,179,0,True,False,False
0,179,73,0,True,False,False
0,73,179,0,True,False,False
0,179,194,0,True,False,False
0,194,179,0,True,False,False
0,179,486,0,True,False,False
0,486,179,0,True,False,False
0,179,272,0,True,False,False
0,272,179,0,True,False,False
0,179,87,0,True,False,False
0,87,179,0,True,False,False
0,179,294,0,True,False,False
0,294,179,0,True,False,False
0,179,426,0,True,False,False
0,426,179,0,True,False,False
0,179,308,0,True,False,False
0,308,179,0,True,False,False
0,179,343,0,True,False,False
0,343,179,0,True,False,False
0,465,413,0,True,False,False
0,413,465,0,True,False,False
0,413,299,0,True,False,False
0,299,413,0,True,False,False
0,413,237,0,True,False,False
0,237,413,0,True,False,False
0,413,25,0,True,False,False
0,25,413,0,True,False,False
0,15,413,0,True,False,False
0,413,15,0,True,False,False
0,413,526,0,True,False,False
0,526,413,0,True,False,False
0,159,355,0,True,False,False
0,355,159,0,True,False,False
0,350,355,0,True,False,False
0,355,350,0,True,False,False
0,355,30,0,True,False,False
0,30,355,0,True,False,False
0,355,507,0,True,False,False
0,507,355,0,True,False,False
0,355,418,0,True,False,False
0,418,355,0,True,False,False
0,465,12,0,True,False,False
0,12,465,0,True,False,False
0,59,12,0,True,False,False
0,12,59,0,True,False,False
0,12,104,0,True,False,False
0,104,12,0,True,False,False
0,12,360,0,True,False,False
0,360,12,0,True,False,False
0,12,409,0,True,False,False
0,409,12,0,True,False,False
0,12,485,0,True,False,False
0,485,12,0,True,False,False
0,350,106,0,True,False,False
0,106,350,0,True,False,False
0,251,350,0,True,False,False
0,350,251,0,True,False,False
0,530,152,0,True,False,False
0,152,530,0,True,False,False
0,152,258,0,True,False,False
0,258,152,0,True,False,False
0,152,291,0,True,False,False
0,291,152,0,True,False,False
0,465,308,0,True,False,False
0,308,465,0,True,False,False
0,59,308,0,True,False,False
0,308,59,0,True,False,False
0,308,41,0,True,False,False
0,41,308,0,True,False,False
0,308,434,0,True,False,False
0,434,308,0,True,False,False
0,308,30,0,True,False,False
0,30,308,0,True,False,False
0,308,295,0,True,False,False
0,295,308,0,True,False,False
0,418,308,0,True,False,False
0,308,418,0,True,False,False
0,465,320,0,True,False,False
0,320,465,0,True,False,False
0,320,503,0,True,False,False
0,503,320,0,True,False,False
0,315,320,0,True,False,False
0,320,315,0,True,False,False
0,465,418,0,True,False,False
0,418,465,0,True,False,False
0,59,418,0,True,False,False
0,418,59,0,True,False,False
0,15,418,0,True,False,False
0,418,15,0,True,False,False
0,418,526,0,True,False,False
0,526,418,0,True,False,False
0,104,459,0,True,False,False
0,459,104,0,True,False,False
0,465,104,0,True,False,False
0,104,465,0,True,False,False
0,59,104,0,True,False,False
0,104,59,0,True,False,False
0,104,111,0,True,False,False
0,111,104,0,True,False,False
0,104,442,0,True,False,False
0,442,104,0,True,False,False
0,251,159,0,True,False,False
0,159,251,0,True,False,False
0,379,251,0,True,False,False
0,251,379,0,True,False,False
0,19,251,0,True,False,False
0,251,19,0,True,False,False
0,343,341,0,True,False,False
0,341,343,0,True,False,False
0,343,359,0,True,False,False
0,359,343,0,True,False,False
0,465,343,0,True,False,False
0,343,465,0,True,False,False
0,59,343,0,True,False,False
0,343,59,0,True,False,False
0,343,493,0,True,False,False
0,493,343,0,True,False,False
0,343,422,0,True,False,False
0,422,343,0,True,False,False
0,457,1,0,True,False,False
0,1,457,0,True,False,False
0,1,441,0,True,False,False
0,441,1,0,True,False,False
0,180,1,0,True,False,False
0,1,180,0,True,False,False
0,530,1,0,True,False,False
0,1,530,0,True,False,False
0,1,258,0,True,False,False
0,258,1,0,True,False,False
0,325,474,0,True,False,False
0,474,325,0,True,False,False
0,49,474,0,True,False,False
0,474,49,0,True,False,False
0,474,174,0,True,False,False
0,174,474,0,True,False,False
0,258,127,0,True,False,False
0,127,258,0,True,False,False
0,258,375,0,True,False,False
0,375,258,0,True,False,False
0,258,463,0,True,False,False
0,463,258,0,True,False,False
0,258,441,0,True,False,False
0,441,258,0,True,False,False
0,258,328,0,True,False,False
0,328,258,0,True,False,False
0,315,325,0,True,False,False
0,325,315,0,True,False,False
0,49,325,0,True,False,False
0,325,49,0,True,False,False
0,295,220,0,True,False,False
0,220,295,0,True,False,False
0,295,499,0,True,False,False
0,499,295,0,True,False,False
0,465,295,0,True,False,False
0,295,465,0,True,False,False
0,59,295,0,True,False,False
0,295,59,0,True,False,False
0,295,372,0,True,False,False
0,372,295,0,True,False,False
0,426,356,0,True,False,False
0,356,426,0,True,False,False
0,426,7,0,True,False,False
0,7,426,0,True,False,False
0,465,426,0,True,False,False
0,426,465,0,True,False,False
0,59,426,0,True,False,False
0,426,59,0,True,False,False
0,426,92,0,True,False,False
0,92,426,0,True,False,False
0,426,249,0,True,False,False
0,249,426,0,True,False,False
0,19,159,0,True,False,False
0,159,19,0,True,False,False
0,457,19,0,True,False,False
0,19,457,0,True,False,False
0,19,315,0,True,False,False
0,315,19,0,True,False,False
0,49,19,0,True,False,False
0,19,49,0,True,False,False
0,19,15,0,True,False,False
0,15,19,0,True,False,False
0,457,180,0,True,False,False
0,180,457,0,True,False,False
0,457,315,0,True,False,False
0,315,457,0,True,False,False
0,159,180,0,True,False,False
0,180,159,0,True,False,False
0,159,15,0,True,False,False
0,15,159,0,True,False,False
0,15,465,0,True,False,False
0,465,15,0,True,False,False
0,15,59,0,True,False,False
0,59,15,0,True,False,False
0,379,49,0,True,False,False
0,49,379,0,True,False,False
0,465,341,0,True,False,False
0,341,465,0,True,False,False
0,465,344,0,True,False,False
0,344,465,0,True,False,False
0,465,359,0,True,False,False
0,359,465,0,True,False,False
0,465,87,0,True,False,False
0,87,465,0,True,False,False
0,465,381,0,True,False,False
0,381,465,0,True,False,False
0,465,356,0,True,False,False
0,356,465,0,True,False,False
0,465,552,0,True,False,False
0,552,465,0,True,False,False
0,465,101,0,True,False,False
0,101,465,0,True,False,False
0,465,459,0,True,False,False
0,459,465,0,True,False,False
0,465,43,0,True,False,False
0,43,465,0,True,False,False
0,465,59,0,True,False,False
0,59,465,0,True,False,False
0,465,262,0,True,False,False
0,262,465,0,True,False,False
0,465,287,0,True,False,False
0,287,465,0,True,False,False
0,465,292,0,True,False,False
0,292,465,0,True,False,False
0,465,92,0,True,False,False
0,92,465,0,True,False,False
0,465,126,0,True,False,False
0,126,465,0,True,False,False
0,465,41,0,True,False,False
0,41,465,0,True,False,False
0,465,268,0,True,False,False
0,268,465,0,True,False,False
0,465,360,0,True,False,False
0,360,465,0,True,False,False
0,465,395,0,True,False,False
0,395,465,0,True,False,False
0,465,157,0,True,False,False
0,157,465,0,True,False,False
0,465,399,0,True,False,False
0,399,465,0,True,False,False
0,465,48,0,True,False,False
0,48,465,0,True,False,False
0,465,107,0,True,False,False
0,107,465,0,True,False,False
0,465,286,0,True,False,False
0,286,465,0,True,False,False
0,465,177,0,True,False,False
0,177,465,0,True,False,False
0,465,471,0,True,False,False
0,471,465,0,True,False,False
0,465,476,0,True,False,False
0,476,465,0,True,False,False
0,465,329,0,True,False,False
0,329,465,0,True,False,False
0,465,70,0,True,False,False
0,70,465,0,True,False,False
0,465,146,0,True,False,False
0,146,465,0,True,False,False
0,465,438,0,True,False,False
0,438,465,0,True,False,False
0,465,96,0,True,False,False
0,96,465,0,True,False,False
0,465,414,0,True,False,False
0,414,465,0,True,False,False
0,465,536,0,True,False,False
0,536,465,0,True,False,False
0,465,237,0,True,False,False
0,237,465,0,True,False,False
0,465,436,0,True,False,False
0,436,465,0,True,False,False
0,465,277,0,True,False,False
0,277,465,0,True,False,False
0,465,206,0,True,False,False
0,206,465,0,True,False,False
0,465,367,0,True,False,False
0,367,465,0,True,False,False
0,465,440,0,True,False,False
0,440,465,0,True,False,False
0,465,45,0,True,False,False
0,45,465,0,True,False,False
0,465,317,0,True,False,False
0,317,465,0,True,False,False
0,465,173,0,True,False,False
0,173,465,0,True,False,False
0,465,503,0,True,False,False
0,503,465,0,True,False,False
0,315,465,0,True,False,False
0,465,315,0,True,False,False
0,465,372,0,True,False,False
0,372,465,0,True,False,False
0,465,267,0,True,False,False
0,267,465,0,True,False,False
0,465,0,0,True,False,False
0,0,465,0,True,False,False
0,465,290,0,True,False,False
0,290,465,0,True,False,False
0,465,6,0,True,False,False
0,6,465,0,True,False,False
0,465,50,0,True,False,False
0,50,465,0,True,False,False
0,465,68,0,True,False,False
0,68,465,0,True,False,False
0,465,47,0,True,False,False
0,47,465,0,True,False,False
0,465,339,0,True,False,False
0,339,465,0,True,False,False
0,465,398,0,True,False,False
0,398,465,0,True,False,False
0,465,156,0,True,False,False
0,156,465,0,True,False,False
0,465,526,0,True,False,False
0,526,465,0,True,False,False
0,465,486,0,True,False,False
0,486,465,0,True,False,False
0,465,69,0,True,False,False
0,69,465,0,True,False,False
0,465,199,0,True,False,False
0,199,465,0,True,False,False
0,465,473,0,True,False,False
0,473,465,0,True,False,False
0,465,26,0,True,False,False
0,26,465,0,True,False,False
0,49,315,0,True,False,False
0,315,49,0,True,False,False
0,59,341,0,True,False,False
0,341,59,0,True,False,False
0,59,87,0,True,False,False
0,87,59,0,True,False,False
0,59,552,0,True,False,False
0,552,59,0,True,False,False
0,59,43,0,True,False,False
0,43,59,0,True,False,False
0,59,287,0,True,False,False
0,287,59,0,True,False,False
0,59,92,0,True,False,False
0,92,59,0,True,False,False
0,59,395,0,True,False,False
0,395,59,0,True,False,False
0,59,399,0,True,False,False
0,399,59,0,True,False,False
0,59,177,0,True,False,False
0,177,59,0,True,False,False
0,59,471,0,True,False,False
0,471,59,0,True,False,False
0,59,329,0,True,False,False
0,329,59,0,True,False,False
0,59,70,0,True,False,False
0,70,59,0,True,False,False
0,59,96,0,True,False,False
0,96,59,0,True,False,False
0,59,436,0,True,False,False
0,436,59,0,True,False,False
0,59,367,0,True,False,False
0,367,59,0,True,False,False
0,315,59,0,True,False,False
0,59,315,0,True,False,False
0,59,0,0,True,False,False
0,0,59,0,True,False,False
0,59,50,0,True,False,False
0,50,59,0,True,False,False
0,59,486,0,True,False,False
0,486,59,0,True,False,False
0,441,427,0,True,False,False
0,427,441,0,True,False,False
0,341,5,0,True,False,False
0,5,341,0,True,False,False
0,341,86,0,True,False,False
0,86,341,0,True,False,False
0,341,26,0,True,False,False
0,26,341,0,True,False,False
0,92,43,0,True,False,False
0,43,92,0,True,False,False
0,92,319,0,True,False,False
0,319,92,0,True,False,False
0,92,476,0,True,False,False
0,476,92,0,True,False,False
0,92,411,0,True,False,False
0,411,92,0,True,False,False
0,43,233,0,True,False,False
0,233,43,0,True,False,False
0,43,317,0,True,False,False
0,317,43,0,True,False,False
0,43,129,0,True,False,False
0,129,43,0,True,False,False
0,402,272,0,True,False,False
0,272,402,0,True,False,False
0,377,402,0,True,False,False
0,402,377,0,True,False,False
0,402,370,0,True,False,False
0,370,402,0,True,False,False
0,385,311,0,True,False,False
0,311,385,0,True,False,False
0,311,533,0,True,False,False
0,533,311,0,True,False,False
0,311,502,0,True,False,False
0,502,311,0,True,False,False
0,265,275,0,True,False,False
0,275,265,0,True,False,False
0,533,265,0,True,False,False
